Name,SMILES,WHIM.13,kierHallSmarts.49,kierHallSmarts.48,BCUT.4,BCUT.5,BCUT.2,BCUT.3,BCUT.0,BCUT.1,kierHallSmarts.41,kierHallSmarts.40,kierHallSmarts.43,kierHallSmarts.42,kierHallSmarts.45,kierHallSmarts.44,kierHallSmarts.47,kierHallSmarts.46,mde.9,gravitationalIndex.0,kierHallSmarts.38,kierHallSmarts.39,vabc,WHIM.12,kierHallSmarts.34,kierHallSmarts.35,kierHallSmarts.36,kierHallSmarts.37,kierHallSmarts.30,kierHallSmarts.31,kierHallSmarts.32,kierHallSmarts.33,gravitationalIndex.5,chiPathCluster.1,chiPathCluster.0,chiPathCluster.3,gravitationalIndex.4,chiPathCluster.5,chiPathCluster.4,mde.3,vAdjMa,chiPath.12,chiPath.13,chiPath.10,chiPath.11,chiPath.14,chiPath.15,kierHallSmarts.58,kierHallSmarts.59,kierHallSmarts.52,kierHallSmarts.53,kierHallSmarts.50,kierHallSmarts.51,kierHallSmarts.56,kierHallSmarts.57,kierHallSmarts.54,kierHallSmarts.55,momentOfInertia.4,momentOfInertia.0,autoCorrelationPolarizability.4,autoCorrelationPolarizability.3,autoCorrelationPolarizability.2,autoCorrelationPolarizability.1,autoCorrelationPolarizability.0,kierValues.1,momentOfInertia.6,kierValues.0,chiChain.1,mde.18,chiCluster.7,autoCorrelationMass.0,autoCorrelationMass.1,autoCorrelationMass.2,autoCorrelationMass.3,autoCorrelationMass.4,mde.16,mde.15,xlogP,hBondacceptors,momentOfInertia.2,weight,hybratio,momentOfInertia.3,chiChain.2,ALOGP.2,chiChain.5,ALOGP.0,ALOGP.1,chiCluster.4,kierHallSmarts.69,kierHallSmarts.68,kierHallSmarts.67,kierHallSmarts.66,kierHallSmarts.65,kierHallSmarts.64,kierHallSmarts.63,kierHallSmarts.62,kierHallSmarts.61,kierHallSmarts.60,CPSA.9,CPSA.8,chiCluster.5,petitjeanNumber,WHIM.16,CPSA.1,CPSA.0,CPSA.3,CPSA.2,CPSA.5,CPSA.4,CPSA.7,CPSA.6,WHIM.14,gravitationalIndex.3,CPSA.24,CPSA.25,autoCorrelationCharge.1,WHIM.11,weightedPath.3,autoCorrelationCharge.2,autoCorrelationCharge.3,autoCorrelationCharge.0,WHIM.10,chiChain.7,autoCorrelationCharge.4,chiPath.8,CPSA.28,mde.8,WHIM.7,gravitationalIndex.2,mde.12,chiPath.0,chiPath.1,chiPath.2,basicGroupCount,chiPath.4,mde.11,chiPath.6,chiPath.7,chiCluster.6,mde.1,aromaticBondsCount,chiPath.9,mde.17,chiChain.6,chiCluster.3,weightedPath.2,petitjeanShapeIndex.0,wienerNumbers.1,wienerNumbers.0,gravitationalIndex.1,chiCluster.0,weightedPath.4,mde.2,mde.14,lengthOverBreadth.1,lengthOverBreadth.0,mde.0,mde.7,mde.6,mannholdLogP,mde.5,chiChain.0,zagrebIndex,mde.4,kierHallSmarts.70,kierHallSmarts.71,kierHallSmarts.72,kierHallSmarts.73,kierHallSmarts.74,kierHallSmarts.75,kierHallSmarts.76,kierHallSmarts.77,kierHallSmarts.78,petitjeanShapeIndex.1,chiCluster.1,rotatableBondsCount,chiPath.5,gravitationalIndex.7,aromaticAtomsCount,fmf,largestPiSystem,carbonTypes.8,chiChain.3,mde.13,carbonTypes.1,carbonTypes.0,carbonTypes.3,carbonTypes.2,carbonTypes.5,carbonTypes.4,gravitationalIndex.6,carbonTypes.6,bondCount,chiPathCluster.2,hBondDonors,longestAliphaticChain,chiPath.3,chiChain.8,CPSA.20,CPSA.21,CPSA.22,CPSA.23,kierHallSmarts.8,kierHallSmarts.9,CPSA.26,CPSA.27,kierHallSmarts.4,kierHallSmarts.5,kierHallSmarts.6,kierHallSmarts.7,kierHallSmarts.0,kierHallSmarts.1,kierHallSmarts.2,kierHallSmarts.3,ip,chiChain.4,mde.10,atomCount,NilaComplexity,bpol,momentOfInertia.1,kierHallSmarts.16,kierHallSmarts.17,kierHallSmarts.14,kierHallSmarts.15,kierHallSmarts.12,kierHallSmarts.13,kierHallSmarts.10,kierHallSmarts.11,weightedPath.0,kierHallSmarts.18,kierHallSmarts.19,weightedPath.1,CPSA.19,CPSA.18,CPSA.15,CPSA.14,CPSA.17,CPSA.16,CPSA.11,CPSA.10,CPSA.13,CPSA.12,tpsa,WHIM.6,WHIM.5,WHIM.4,WHIM.3,WHIM.2,WHIM.1,WHIM.0,WHIM.15,WHIM.9,WHIM.8,carbonTypes.7,kierValues.2,momentOfInertia.5,lipinskifailures,kierHallSmarts.29,kierHallSmarts.28,eccentricConnectivityIndex,kierHallSmarts.23,kierHallSmarts.22,kierHallSmarts.21,kierHallSmarts.20,kierHallSmarts.27,kierHallSmarts.26,kierHallSmarts.25,kierHallSmarts.24,gravitationalIndex.8,acidicGroupCount,chiChain.9,chiCluster.2,apol,largestChain,TARGET
VALPROIC ACID,CCCC(CCC)C(O)=O,nan,0,0,4.174699524,8.667004658,-0.33913329,0.335380778,11.98863032,16.00602503,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,1,0,0,0,0,0,0,0,nan,1.123773448,1.040440115,0.402135032,nan,0.408930421,0.503617983,0,4.321928095,1.088211567,0.53562571,2.612511362,1.623514547,0.144337567,0,0,0,0,0,0,0,0,0,0,0,nan,nan,313.7795744,417.868371,452.7331538,421.7514255,420.9762827,5.76,nan,10,0,0,0,11.54893807,9.664183954,11.43865299,11.32836791,10.32836791,0,0,2.742,2,nan,127.9898292,0.875,nan,0,37.3651,0,-0.3467,0.12020089,0.197042195,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.095065976,nan,4.788783016,0.008706296,-0.008091569,0.189816032,nan,0,-0.000444494,6.76123928,nan,0,nan,nan,0,7.983127663,4.718744015,3.58144686,0,1.552585858,0,0.144337567,0,0.026352314,3.181082915,0,3.947116221,0,0,0,4.788783016,1,10,131,nan,0.5,0,1.154700538,0,nan,nan,0.166666667,1,0,2.12,4.298279727,0,38,2.941682753,0,0,0,0,0,0,0,0,0,nan,0,5,0.955341801,nan,0,0,2,0,0,0,0,0,0,1,2,0,nan,4,9,1.207106781,0,7,2.261740935,0,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0,0.5,10,9.02,1.916,nan,0,0,0,1,0,0,0,0,18.50060673,0,0,1.850060673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,4.48,nan,0,0,0,79,0,0,0,0,0,0,0,0,nan,0,0,0.166666667,15.684,10,1
VERAPAMIL,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,nan,0,0,4.88132461,12.51220017,-0.347320996,0.127868381,11.85,15.99794596,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,0,4,0,0,0,0,0,0,nan,9.025556398,5.891691333,3.032905125,nan,3.594394531,3.762084246,1.397269428,6.044394119,4.225326818,2.650894752,8.653784145,6.424875285,1.600973309,1.09620458,0,0,0,0,0,0,0,0,0,0,nan,nan,3309.786917,3737.576117,3393.003727,2488.099571,2175.892727,14.53308129,nan,29.23183391,0,0,0.068041382,36.81783674,37.32146355,49.15528162,60.03658355,56.65037524,0,0.166666667,4.033,6,nan,415.9858065,0.538461538,nan,0,139.3802,0,0.8277,0.68508729,1.313849933,0,0,0,0,0,0,0,0,0,0,nan,nan,0.051031036,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.426532508,nan,11.18071322,-0.107872023,0.328267674,0.805500608,nan,0,-0.246578547,21.10440614,nan,1.9544452,nan,nan,0.684498356,24.43251065,15.84243279,13.17853336,0,8.892027932,0,4.219082813,3.120928825,0.391610441,12.89441034,12,11.37931587,0,0,0.125,16.89083468,1,55,3698,nan,2.116856043,5.710121465,7.832233829,0,nan,nan,2.286326879,3.820568868,3.726274918,3.77,18.31210442,0,160,14.97058077,0,0,0,0,0,0,0,0,0,nan,0.083333333,13,6.245025544,nan,12,0.575757576,8,1,0.136082763,0,0,1,10,0,4,2,nan,3,34,9.734054109,0,6,11.51381479,0.048112522,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.274583303,0,33,100.06,10.304,nan,6,0,1,0,0,0,0,0,65.3636571,1,0,1.980716882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,7.739854878,nan,1,1,0,940,0,0,0,0,0,0,1,0,nan,0,0.068322186,0.736726408,52.928,13,1
VORICONAZOLE,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,nan,0,0,4.105484646,12.11056916,-0.382471015,0.163327954,11.85,19.00041413,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,0,0,0,3,0,1,0,0,nan,8.558940235,5.034907062,1.93887359,nan,3.051321647,2.607922443,0.5,5.64385619,2.724195812,1.657175037,5.619090217,4.089727485,0.894076235,0.500679046,0,0,0,0,0,0,0,0,0,0,nan,nan,2722.494893,2772.601873,2620.195681,1812.144648,1515.50336,8.347140039,nan,19.75308642,0,0,0.03599793,32.08050296,30.93306501,45.73020104,49.39129408,53.77873361,1.252307421,0,-1.176,6,nan,335.0054943,0.25,nan,0.144337567,90.0009,0,-2.1218,4.50203524,0.871764585,0,0,0,0,0,0,0,0,0,0,nan,nan,0.045643546,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.288032176,nan,2.584058841,-0.006736406,0.015742404,0.631150996,nan,0.02981424,0.004945169,13.14308393,nan,3.14734519,nan,nan,0,18.02673326,11.91453935,11.0766971,0,7.733319598,0,3.550738813,2.247118673,0.261977185,1.812569532,17,7.372743235,1.382883139,0,0.116153904,25.560543,1,41,1359,nan,2.077570448,15.3788071,2.182247272,0,nan,nan,0,5.479913756,2.889137892,2.23,13.66083373,0,132,6.169089806,0,0,0,0,0,0,0,0,0,nan,0.11785113,5,5.296343297,nan,17,0.8,6,0,0.253436788,0,0,0,7,1,2,1,nan,0,27,12.07632489,0,4,9.34207547,0.061804779,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.352580346,0,25,129.09,10.507,nan,5,0,0,0,0,0,0,0,50.33446893,1,0,2.013378757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,4.295857988,nan,0,0,4,408,0,0,0,0,0,0,0,0,nan,0,0.056675793,0.729204554,36.133,5,1
WARFARIN,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,nan,0,0,4.662138077,11.78330515,-0.359516787,0.297267062,11.85,15.99793379,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,2,1,0,0,0,0,0,0,nan,6.290758355,3.430432224,1.2902395,nan,2.377419246,1.879274771,0,5.523561956,2.814557832,1.9682295,5.51736961,3.861853974,1.057670195,0.603822831,0,0,0,0,0,0,0,0,0,0,nan,nan,2679.334339,2879.408446,2657.8738,1877.165595,1582.570265,7.92,nan,17.8112,0,0,0,26.09787614,26.66045989,38.43120485,41.98510373,44.86613377,0,0,2.262,4,nan,291.9796585,0.157894737,nan,0,94.8941,0,1.2368,1.52967424,0.643456183,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.182311835,nan,10.68399806,0.079596162,-0.167320236,0.430921685,nan,0,0.098509115,12.65256794,nan,0,nan,nan,0,16.39697675,11.0753874,10.0493383,0,7.241905693,0.825481812,4.015483678,2.580914883,0.120849546,1.6959416,12,7.367289201,0,0,0,10.68399806,1,38,1092,nan,1.553010612,0,2.066741547,0,nan,nan,0,11.97134736,0,3.11,21.86461754,0,120,11.32622056,0,0,0,0,0,0,0,0,0,nan,0,4,5.970946001,nan,12,0.739130435,12,0,0.230756327,0,0,0,12,1,1,3,nan,1,25,9.694164677,0,4,8.075226654,0.072610552,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.347024665,0.572357121,23,119.04,4.79,nan,3,0,0,4,0,0,0,0,46.81594946,0,0,2.035476064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,3.983703033,nan,0,0,0,379,0,0,0,0,0,0,0,0,nan,0,0.076758501,0.402728555,36.648,5,0
ZOLMITRIPTAN,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,nan,0,0,3.922514378,10.34166883,-0.308763245,0.337750487,11.99433278,15.99592575,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,1,1,0,0,0,0,0,0,nan,4.274998243,2.782570072,1.276171269,nan,1.713284059,1.595958942,0,5.392317423,2.724181416,1.808426649,5.890972445,3.879878226,1.118938228,0.721893177,0,0,0,0,0,0,0,0,0,0,nan,nan,1665.477069,1897.914389,2168.701019,1568.568217,1346.993142,7.05078125,nan,15.87901701,0,0,0,23.62887897,25.15954946,35.21057581,28.8271856,25.66127555,0.142857143,0,0.585,5,nan,265.9990512,0.4375,nan,0.214076175,84.7072,0,0.3208,0.10291264,0.86648277,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.360743064,nan,5.492563486,0.198653365,-0.057227815,0.463964163,nan,0.077751058,-0.036340628,12.47888865,nan,0,nan,nan,0,14.81962648,10.11419354,9.431591152,0,6.06738658,0.5,3.237887431,2.444559337,0.050296116,2.922813925,10,7.28524102,0.298142397,0,0,14.62389226,1,27,1005,nan,1.574587812,9.131328772,1.816333108,0,nan,nan,0.5,4.945079426,0,2.67,16.85955359,0,110,8.140217883,0,0,0,0,0,0,0,0,0,nan,0,5,4.632976084,nan,9,0.714285714,9,0,0.473349991,0,0,0,4,1,2,3,nan,3,23,5.157380872,0,2,7.255341552,0.137711574,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.546800933,0,21,109.05,7.494,nan,2,2,0,1,0,0,0,0,42.87269892,0,0,2.041557092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4.05,nan,0,1,1,413,0,0,0,0,0,0,0,0,nan,0,0.149804035,0.136082763,33.064,5,1
AMIODARONE,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,nan,0,0,5.308547388,14.74976923,-0.342131001,0.196022409,11.85,126.9054735,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,1,1,1,0,0,0,0,0,nan,7.894399993,4.696422478,2.746550866,nan,5.112721704,4.884036012,0,5.95419631,5.727816629,3.08331696,9.797817504,7.06424909,2.114899539,1.305274237,0,0,0,0,0,0,0,0,0,0,nan,nan,4689.025624,5031.977078,4720.047837,3393.508898,2926.121591,12.45925926,nan,25.61983471,0,0,0,254.9607126,54.29084541,86.75105305,118.287615,221.6278445,0,0,6.109,4,nan,615.7967639,0.4,nan,0.07856742,148.2533,0,1.8131,3.28733161,1.341197476,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.203623474,nan,8.834596686,-0.117118193,0.129715773,0.494658358,nan,0.025515518,-0.04867321,22.65673308,nan,0,nan,nan,0.125,22.38010441,14.99393226,12.74620098,0,9.140614077,0.40824829,4.919585429,3.792747406,0.232266418,5.432065098,16,13.04624232,0,0,0,17.17903023,1,50,2897,nan,1.751255394,3.216683173,3.240127882,0,nan,nan,0.297637697,13.41571659,0,3.55,26.25505655,0,156,13.65617357,0,0,0,0,2,0,0,0,0,nan,0,11,6.991292675,nan,15,0.516129032,18,0,0.350916477,0,0,0,12,0,7,3,nan,3,33,10.89210314,0,4,11.00665268,0.108873849,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.69298529,0,31,159.06,13.95,nan,6,2,0,1,0,0,0,0,62.52204478,0,0,2.016840154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,6.320881483,nan,2,1,0,792,0,0,0,0,0,0,0,0,nan,0,0.244241553,0.521783023,58.206,8,1
ATENOLOL,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,nan,0,0,4.219544543,8.704684071,-0.389185285,0.201573216,11.85,15.99692825,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,1,1,0,0,0,0,0,0,nan,2.107323712,1.772164652,0.684733433,nan,0.683543254,0.63467701,0,5.247927513,1.527798547,1.047485754,4.814816658,2.505817682,0.450895649,0.250978487,0,0,0,0,0,0,0,0,0,0,nan,nan,955.5818887,1122.312361,1254.675682,1035.472366,963.7101751,9.03125,nan,17.05263158,0,0,0,22.04336771,20.82691371,27.21074119,23.98866241,21.54628535,0,0,-0.465,5,nan,243.9908919,0.5,nan,0,76.5554,0,-0.8488,0.72046144,0.687000425,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.461538462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.16606016,nan,7.967349985,-0.175533251,0.094524947,0.461333118,nan,0,0.103861785,11.4264824,nan,0,nan,nan,0,14.25071238,8.969234251,8.17001956,0,3.704936993,0.43643578,1.649393299,1.152265226,0,1.989198795,6,6.38569708,0,0,0,13.23787629,0.857142857,21,890,nan,1.513420006,5.270526306,1.9712066,0.090909091,nan,nan,0.5,2.048145735,0,2.45,11.39478628,0,86,6.857230682,0,0,0,0,0,0,0,0,0,nan,0,8,3.078891805,nan,6,0.315789474,7,0,0.083333333,0,0,0,5,1,4,1,nan,3,19,2.721733099,0,3,5.075594802,0.027777778,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.11785113,0.1,19,19.05,5.812,nan,2,0,0,1,0,0,0,0,37.08686405,0,0,1.951940213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,8,nan,0,0,0,374,0,0,0,0,0,0,0,0,nan,0,0.030982085,0,29.246,9,1
ATOVAQUONE,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,nan,0,0,5.495115955,11.15426279,-0.356547709,0.216670935,11.85,34.9688538,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,2,0,0,0,0,0,0,0,nan,7.957280876,4.804156787,2.114833116,nan,3.728618951,2.949370147,0,5.700439718,4.336716103,3.31112756,7.502648397,5.859952481,2.000009925,1.348379208,0,0,0,1,0,0,0,0,0,0,nan,nan,3076.807126,3636.993086,3420.713219,2384.726971,1992.400355,8.163265306,nan,19.32223543,0,0,0,36.03635701,31.94804657,47.89609314,54.99893009,49.04343538,0,0,4.273,3,nan,346.9535965,0.272727273,nan,0,107.7763,0,2.1804,4.75414416,0.948352539,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.083325541,nan,7.731103849,-0.059011765,-0.02762501,0.347088049,nan,0,-0.074299401,14.99953341,nan,0,nan,nan,0,18.25878407,12.55855065,11.46167857,0,8.615681795,0,4.712652478,3.418852596,0.176772739,0,12,9.307862703,0,0,0,10.25534617,1,47,1705,nan,1.749302042,0,0,0,nan,nan,0,13.51883674,0,3.44,30.03860349,0,142,14.73877372,0,0,0,0,0,0,0,0,0,nan,0,2,7.177916831,nan,12,0.846153846,13,0,0.287037037,0,0,0,12,0,0,4,nan,4,29,12.02657391,0,0,10.35714796,0.154513889,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.50876868,0.766309432,26,191.04,3.294,nan,4,0,0,4,0,0,0,0,53.60013651,0,0,2.061543712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,3.80580293,nan,0,0,0,613,0,0,0,0,0,0,0,0,nan,0,0.205454423,0.590990456,43.306,0,0
AZITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,nan,0,0,5.279212161,12.1740625,-0.388658962,0.267782311,11.9,16.00604188,0,0,0,0,0,0,0,0,0.394132025,nan,0,0,nan,nan,1,6,0,0,0,0,0,0,nan,21.50069302,14.19937801,7.223707259,nan,11.70332201,10.12036485,6.900998162,6.700439718,8.736622446,5.140063612,17.16511252,12.20758598,3.147043458,1.986232439,0,0,0,0,0,0,0,0,0,0,nan,nan,8291.556663,7787.425272,6689.116947,4601.742532,3904.55392,18.507766,nan,46.38271605,0,0.1,0.083794731,62.01358903,60.97474719,96.44916806,120.6465193,126.9272379,0,0,1.888,14,nan,675.9451234,0.973684211,nan,0,188.5654,0,-2.5265,6.38320225,3.914255838,0,0,0,0,0,0,0,0,0,0,nan,nan,0.249156026,0.428571429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.785134451,nan,33.09664944,-0.309680029,0.029863657,1.728255012,nan,0,0.536271682,34.18402115,nan,9.962022287,nan,nan,2.886735094,39.67047944,23.90868204,23.94120449,0,14.80723487,5.621993834,6.919076444,4.968977974,0.875064677,10.56168579,0,19.14253159,0,0,0.346225045,39.29532449,0.75,101,9356,nan,6.389815388,6.19867505,35.96877427,0,nan,nan,10.75921077,24.50161879,2.993467169,4.1,15.24686801,0,274,1.392123111,0,0,0,0,0,0,0,0,0,nan,0.515128379,7,10.41264551,nan,0,0.557692308,3,0,0.103668078,0,0,0,0,1,13,0,nan,14,54,29.51605966,0,2,19.63422846,0.059852793,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.394848785,1.810614868,52,264.14,21.204,nan,0,0,0,1,0,0,0,0,101.9563359,3,0,1.960698768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,78.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,10.69962442,nan,1,2,0,1229,0,0,0,0,0,0,0,0,nan,0,0.164516967,2.295967533,78.704,2,0
AZTREONAM,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,nan,0,0,4.234871237,10.81646019,-0.333439728,0.427062104,11.98837679,31.97307387,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,5,1,0,0,0,0,0,0,nan,9.790451648,7.481918882,2.46338399,nan,2.018854135,2.413314448,1.5,5.807354922,2.883342185,1.606947446,7.786307909,4.913963691,0.861026842,0.47377864,0,0,1,0,1,0,0,0,0,0,nan,nan,2676.867486,2789.275876,3005.296147,2196.340422,1873.470414,9.013333333,nan,24.27110583,0.111111111,0,0.0186339,48.25115987,45.66560098,62.77998573,59.77857429,56.93787357,0.908560296,0.111111111,-0.932,10,nan,417.918829,0.461538462,nan,0.474196328,90.7347,0,-2.4181,5.84720761,1.672404412,0,0,0,0,0,0,0,0,0,0,nan,nan,0.102062073,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.53275665,nan,19.91695615,0.052028279,-0.162724782,1.06972795,nan,0.266904417,0.25582087,16.22134343,nan,1.936968284,nan,nan,0,21.43879311,12.75274331,13.51099847,0,7.296593228,1.239024073,3.282383494,2.176201649,0.238643545,0.474957126,5,8.951976718,0.598408481,0.074535599,0.30034919,41.06973298,1,42,2092,nan,4.149512167,14.92625266,5.019375612,0.766309432,nan,nan,0.550321208,8.233872947,0.2,1.24,2.449144232,0,148,0,0,0,0,0,0,0,0,0,0,nan,0.49279928,8,4.433354933,nan,5,0.428571429,12,0,0.816560872,0,0,0,2,4,3,0,nan,2,29,10.83405759,0,3,9.884281878,0.377166478,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,1.170931504,3.473745352,28,85.15,20.742,nan,2,0,0,4,0,0,0,0,54.49324029,1,0,1.946187153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,182.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,5.58677686,nan,0,1,1,542,0,0,0,0,1,0,0,0,nan,0,0.292542483,1.418110938,40.596,12,1
BENAZEPRIL,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,nan,0,0,4.173633146,10.85709811,-0.330687214,0.279069209,11.85,15.99894997,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,3,1,0,0,0,0,0,0,nan,6.240151836,4.044892326,1.536833633,nan,2.654886548,2.166172042,0,5.95419631,3.87927954,2.773985405,7.533669097,5.380258162,1.710156553,1.070362169,0,0,0,0,0,0,0,0,0,0,nan,nan,3420.244991,3749.347176,3235.201114,2389.092149,2064.722217,13.03202479,nan,25.61983471,0,0,0,35.59230578,35.82346153,49.424407,56.11693175,54.81256121,0,0,2.577,7,nan,395.9807211,0.375,nan,0,119.8037,0,-0.0318,0.00101124,0.733010885,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.461538462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.39631079,nan,12.80639642,-0.101418559,0.388646789,0.752910135,nan,0,-0.304489672,17.620914,nan,0,nan,nan,0,22.2169677,14.9904023,13.04146877,0,8.495417382,0.716379955,4.769545371,3.351921071,0.103452232,2.046245711,12,10.56921782,0.333333333,0,0,19.42745741,0.857142857,50,2701,nan,1.812690313,6.621060986,1.24763712,0,nan,nan,0,7.735782709,0,3.33,26.58975006,0,154,20.26196831,0,0,0,0,0,0,0,0,0,nan,0,10,7.003859954,nan,12,0.677419355,9,0,0.185395406,0,0,0,10,3,3,2,nan,6,33,9.191679643,0,4,10.4132535,0.059852793,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.179206871,1.114851112,31,159.07,9.048,nan,3,0,0,3,0,0,0,0,62.70609193,0,0,2.022777159,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,7.5,nan,0,1,0,678,0,0,0,0,0,0,0,0,nan,0,0.054744915,0.416240532,48.45,9,0
